SampleID,ratio_in_reads,ratio_raw,ichorCNA,spike_in_ratio,spike_in_label
K0AAAE18_spike_in__0005_from_ZMH051S_label_Liver_replicate_0,0.0004473323413513771,0.0002263643261409207,0.0213,0.005,PAN_CANCER
K0106_spike_in__0005_from_ZMG051S_label_Gastric_replicate_1,0.0004056161707183152,0.0002116461925030349,0.03526,0.005,PAN_CANCER
K0038_spike_in__0001_from_ZMG051S_label_Gastric_replicate_2,0.0004849917011280839,0.0002484608112159015,0.02803,0.001,PAN_CANCER
KAAK49_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,0.0004597582907639568,0.0002413989483628935,0.01976,0.005,PAN_CANCER
K0793_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0003950298067945127,0.0002044334174298073,0.02519,0.005,PAN_CANCER
LBGS087_spike_in__05_from_pool_Lung_label_Lung_replicate_1,0.0004634797273997156,0.0002419239529468063,0.1155,0.5,PAN_CANCER
K1AB28_spike_in__001_from_ZNC03S_label_CRC_replicate_0,0.0004706523797153796,0.0002353413516507352,0.05402,0.01,PAN_CANCER
K0059_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,0.0004598284712438119,0.0002393460891108121,0.02925,0.005,PAN_CANCER
CRCC5_spike_in__0001_from_ZMG051S_label_Gastric_replicate_0,0.0004559369280372671,0.000233546137426931,0.01776,0.001,PAN_CANCER
K2AC24_spike_in__01_from_pool_Lung_label_Lung_replicate_0,0.0004339289384084736,0.0002149134088086301,0.03272,0.1,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH051S_label_Liver_replicate_0,0.0004478036711781297,0.0002267089445619554,0.08135,0.1,PAN_CANCER
K0009_spike_in__01_from_ZMG059S_label_Gastric_replicate_2,0.0004356526373543457,0.0002255311913526109,0.02756,0.1,PAN_CANCER
K2AC24_spike_in__005_from_pool_Breast_label_Breast_replicate_1,0.0004305804056652676,0.0002129923984460516,0.03203,0.05,PAN_CANCER
K1586_spike_in__05_from_pool_Lung_label_Lung_replicate_0,0.0004645747330138879,0.0002447964842245954,0.1145,0.5,PAN_CANCER
K0AQ69_spike_in__01_from_ZNL07S_label_Lung_replicate_1,0.0005470547375944046,0.0002903521572099768,0.04631,0.1,PAN_CANCER
K4AA93_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,0.0004700099982246143,0.0002439698699635743,0.02195,0.001,PAN_CANCER
K0043_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,0.0005054571130061411,0.0002608831297369115,0.02876,0.1,PAN_CANCER
K0AAAE20_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,0.0005093743916415761,0.0002576510516309015,0.06311,0.1,PAN_CANCER
K0435_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_0,0.0004172847546341522,0.0002124438037019254,0.02177,0.001,PAN_CANCER
K0435_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,0.0004182821172202809,0.0002129702279627317,0.02195,0.005,PAN_CANCER
K0435_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,0.000417865015135553,0.0002127564687172299,0.02182,0.01,PAN_CANCER
K0GAAA73_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,0.0004518049549879151,0.000227834993580793,0.02097,0.001,PAN_CANCER
K0GAAA73_spike_in__05_from_pool_Breast_label_Breast_replicate_1,0.0004775024019817797,0.0002424331472230385,0.074,0.5,PAN_CANCER
K4AC10_spike_in__01_from_pool_Breast_label_Breast_replicate_1,0.00067646249129579,0.0003413968368598624,0.0837,0.1,PAN_CANCER
K0043_spike_in__01_from_ZMG059S_label_Gastric_replicate_2,0.0005064928984588145,0.0002613055837050716,0.02687,0.1,PAN_CANCER
K2474_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,0.0004508038107948806,0.0002319105071551491,0.04152,0.001,PAN_CANCER
K0038_spike_in__005_from_ZMG063S_label_Gastric_replicate_0,0.000486082283380642,0.0002490014080864393,0.02648,0.05,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH050S_label_Liver_replicate_2,0.0004465571500669836,0.000225838772086739,0.03299,0.1,PAN_CANCER
KAAG58_spike_in__005_from_ZMH048S_label_Liver_replicate_0,0.0004415494930234002,0.0002283706203228722,0.0549,0.05,PAN_CANCER
K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_0,0.0005687331543041671,0.0003013040029230673,0.1225,0.8,PAN_CANCER
CRCC5_spike_in__005_from_ZMG059S_label_Gastric_replicate_2,0.0004585007590173599,0.0002349557681290133,0.0182,0.05,PAN_CANCER
K0805_spike_in__01_from_ZMH050S_label_Liver_replicate_1,0.0004202930588874243,0.0002129963749123465,0.05292,0.1,PAN_CANCER
CRCC5_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,0.0004556413710681818,0.0002333839966692619,0.01775,0.01,PAN_CANCER
K2AC24_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,0.0004325235100870409,0.0002138997874261819,0.03132,0.05,PAN_CANCER
KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_2,0.0004701197258071331,0.0002471637567827288,0.05724,0.1,PAN_CANCER
KACE35_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,0.000430473735886107,0.0002085087005939897,0.0289,0.01,PAN_CANCER
K0038_spike_in__005_from_ZMG046S_label_Gastric_replicate_2,0.0004851136687910206,0.000248780487804878,0.0275,0.05,PAN_CANCER
KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_1,0.0004602788446918363,0.0002167971471519394,0.03626,0.1,PAN_CANCER
K0805_spike_in__05_from_pool_Liver_label_Liver_replicate_1,0.0004227945782076015,0.0002155793146058542,0.1352,0.5,PAN_CANCER
K2AC24_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,0.0004295647971648723,0.0002124335097090499,0.0244,0.005,PAN_CANCER
K0AAAE20_spike_in__001_from_pool_Breast_label_Breast_replicate_0,0.0005046581566294132,0.0002554870118745596,0.04007,0.01,PAN_CANCER
K4AA93_spike_in__01_from_pool_Breast_label_Breast_replicate_1,0.0004735427671207488,0.000246025555844431,0.03745,0.1,PAN_CANCER
K0435_spike_in__01_from_ZNB32S_label_Breast_replicate_2,0.00041873907926353,0.0002133480806466589,0.025,0.1,PAN_CANCER
K1936_spike_in__05_from_pool_Liver_label_Liver_replicate_0,0.0004164354560942662,0.000218409676301797,0.1371,0.5,PAN_CANCER
KAAB22_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,0.0004300167040724801,0.0002169099301742883,0.02358,0.005,PAN_CANCER
K0793_spike_in__01_from_pool_Liver_label_Liver_replicate_0,0.0003964539070324504,0.000205339441181179,0.03822,0.1,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL09S_label_Lung_replicate_1,0.0004751366831554283,0.0002332415419587689,0.02994,0.001,PAN_CANCER
K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,0.000396002883283833,0.0002050129062127892,0.0276,0.01,PAN_CANCER
K2AA15_spike_in__001_from_ZNC04S_label_CRC_replicate_2,0.000418568325955147,0.0002125706118867677,0.03948,0.01,PAN_CANCER
K0CAAA80_spike_in__01_from_ZNL09S_label_Lung_replicate_0,0.0005086626795733399,0.0002427426769998686,0.03244,0.1,PAN_CANCER
KABT41_spike_in__001_from_ZNC05S_label_CRC_replicate_0,0.0004857899448008355,0.0002319266381766382,0.03018,0.01,PAN_CANCER
K1AB28_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.0004707130307952398,0.0002353868487544181,0.04711,0.001,PAN_CANCER
K2AA15_spike_in__005_from_ZNC01S_label_CRC_replicate_0,0.0004195329599084177,0.0002129828289338792,0.04757,0.05,PAN_CANCER
KAAG58_spike_in__0005_from_ZMH056S_label_Liver_replicate_0,0.0004404928792237869,0.0002277698277913416,0.02015,0.005,PAN_CANCER
K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_0,0.0004181758129796846,0.0002186770070348422,0.01331,0.01,PAN_CANCER
K0AAAE20_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0,0.0005127336088190181,0.000259964574319025,0.06265,0.1,PAN_CANCER
K1AB28_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,0.0004706523797153796,0.0002353716810987216,0.04771,0.005,PAN_CANCER
K0435_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1,0.0004175900284432951,0.0002125802480202952,0.02207,0.001,PAN_CANCER
KAAG58_spike_in__01_from_ZMH048S_label_Liver_replicate_0,0.0004429775920645965,0.0002291485451395306,0.08726,0.1,PAN_CANCER
CRCC5_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,0.0004555045488332837,0.0002333660920911942,0.01889,0.05,PAN_CANCER
K0AAAB33_spike_in__05_from_ZNC04S_label_CRC_replicate_0,0.0005964823807238585,0.0003136970095644317,0.1047,0.5,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH048S_label_Liver_replicate_0,0.0004498643809117021,0.0002277681903632265,0.08016,0.1,PAN_CANCER
K2AC24_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,0.0004280521521900832,0.0002117096246318942,0.02734,0.005,PAN_CANCER
K2AC24_spike_in__0005_from_ZMH056S_label_Liver_replicate_0,0.0004297548700839718,0.0002124102802383327,0.02387,0.005,PAN_CANCER
K2070_spike_in__01_from_ZMH051S_label_Liver_replicate_0,0.0004687002927477901,0.00023894791846523,0.06233,0.1,PAN_CANCER
K4AC10_spike_in__01_from_ZNB22SR1_label_Breast_replicate_2,0.0006777632876661104,0.0003418875967895576,0.07357,0.1,PAN_CANCER
K0GAAA73_spike_in__08_from_pool_Breast_label_Breast_replicate_0,0.0005575661946000522,0.0002883555441201325,0.1209,0.8,PAN_CANCER
KZAU93_spike_in__001_from_ZNC19S_label_CRC_replicate_0,0.0004979600999392898,0.0002366298952257045,0.03127,0.01,PAN_CANCER
K2AA15_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,0.0004164927242655367,0.0002114417434212986,0.03432,0.005,PAN_CANCER
K2AC24_spike_in__01_from_pool_Breast_label_Breast_replicate_0,0.0004300064536041976,0.0002124066259779194,0.03871,0.1,PAN_CANCER
K2AA15_spike_in__05_from_pool_CRC_label_CRC_replicate_1,0.0004738295012894555,0.0002419030622387187,0.07543,0.5,PAN_CANCER
K0059_spike_in__0005_from_ZMG063S_label_Gastric_replicate_1,0.0004598516294061429,0.0002393586377300541,0.02993,0.005,PAN_CANCER
K0793_spike_in__05_from_ZNB05S_label_Breast_replicate_2,0.0004024974969686907,0.0002098386340903845,0.03016,0.5,PAN_CANCER
K1936_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,0.0004156569494049371,0.0002173350888811619,0.03249,0.001,PAN_CANCER
K0106_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,0.0004056161707183152,0.000211720599782806,0.03526,0.001,PAN_CANCER
K1936_spike_in__01_from_ZMH048S_label_Liver_replicate_1,0.0004177643878011934,0.0002186189367881383,0.09389,0.1,PAN_CANCER
K0CAAA16_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,0.0004420673541253354,0.0002252070286607314,0.01816,0.005,PAN_CANCER
K0793_spike_in__01_from_ZNB32S_label_Breast_replicate_0,0.0003961562140314248,0.0002050117050601876,0.0265,0.1,PAN_CANCER
KZAZ52_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,0.0004449979230649889,0.0002092544598950198,0.0354,0.005,PAN_CANCER
K0805_spike_in__01_from_ZMH048S_label_Liver_replicate_1,0.0004247190739126223,0.0002154545238155568,0.0838,0.1,PAN_CANCER
K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0004162910429071122,0.0002176244779795076,0.01878,0.005,PAN_CANCER
K2070_spike_in__001_from_ZMH053S_label_Liver_replicate_1,0.000468335328094916,0.000238885202388852,0.0197,0.01,PAN_CANCER
KAAK49_spike_in__005_from_ZNL09S_label_Lung_replicate_1,0.0004600232998424364,0.0002414876585230568,0.01811,0.05,PAN_CANCER
K2AC24_spike_in__01_from_ZNB22SR1_label_Breast_replicate_0,0.0004365404693335576,0.0002159891610190528,0.05264,0.1,PAN_CANCER
K0AAAB33_spike_in__08_from_pool_CRC_label_CRC_replicate_1,0.0006867312055680299,0.0003636691161768867,0.09265,0.8,PAN_CANCER
KZAU93_spike_in__01_from_ZNC04S_label_CRC_replicate_1,0.0005137782923754933,0.0002446858391875493,0.03407,0.1,PAN_CANCER
K0103_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,0.0004908124256662943,0.0002561075668883272,0.04252,0.05,PAN_CANCER
KABT41_spike_in__0001_from_ZNC03S_label_CRC_replicate_1,0.0004857899448008355,0.000232009262557891,0.02886,0.001,PAN_CANCER
K0059_spike_in__001_from_ZMG063S_label_Gastric_replicate_0,0.0004597821619159259,0.000239283365745653,0.02868,0.01,PAN_CANCER
K0038_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,0.0004833313719886354,0.0002476946449135725,0.02647,0.05,PAN_CANCER
K1AB28_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,0.0004714202508552259,0.0002357708754599397,0.03689,0.005,PAN_CANCER
K2070_spike_in__05_from_ZMH048S_label_Liver_replicate_2,0.0004949960101077271,0.0002551151552539584,0.3284,0.5,PAN_CANCER
K1AD22_spike_in__001_from_ZNL09S_label_Lung_replicate_0,0.0004748614011837276,0.0002330757225773109,0.02999,0.01,PAN_CANCER
K0106_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1,0.0004062458792387338,0.0002120758483033932,0.03551,0.01,PAN_CANCER
K0033_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,0.0004746215395427503,0.0002428187840193642,0.02089,0.001,PAN_CANCER
K0033_spike_in__0005_from_ZMG059S_label_Gastric_replicate_0,0.0004752808982029827,0.0002431909597977437,0.01958,0.005,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL07S_label_Lung_replicate_2,0.0005108727160903413,0.00024397632455852,0.01837,0.05,PAN_CANCER
K2031_spike_in__08_from_pool_Lung_label_Lung_replicate_0,0.0006642629857283766,0.0003487108716855159,0.1735,0.8,PAN_CANCER
K0GAAA73_spike_in__005_from_ZNB05S_label_Breast_replicate_0,0.0004493911673089472,0.0002266260809365556,0.02038,0.05,PAN_CANCER
KAAK49_spike_in__001_from_ZNL08S_label_Lung_replicate_1,0.0004598286224590408,0.0002414183362793952,0.02319,0.01,PAN_CANCER
K0038_spike_in__005_from_ZMG063S_label_Gastric_replicate_2,0.0004869237414592005,0.000249505588005335,0.02904,0.05,PAN_CANCER
KZAU93_spike_in__005_from_ZNC03S_label_CRC_replicate_1,0.0005001758043668814,0.0002377923219566777,0.03823,0.05,PAN_CANCER
K0GAAA73_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,0.0004516905884634276,0.0002277913665315339,0.02143,0.01,PAN_CANCER
K2AC24_spike_in__0001_from_ZNL14S_label_Lung_replicate_1,0.0004297548700839718,0.0002124799838962538,0.02338,0.001,PAN_CANCER
K1586_spike_in__005_from_ZMH051S_label_Liver_replicate_1,0.0004183850337696491,0.0002188078332620041,0.04385,0.05,PAN_CANCER
K0793_spike_in__005_from_pool_Liver_label_Liver_replicate_1,0.0003940681123779715,0.0002040066788268227,0.03318,0.05,PAN_CANCER
CRCC5_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,0.0004554965246223413,0.000233315137356224,0.01826,0.05,PAN_CANCER
K0AQ69_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,0.0005424063116370809,0.0002876443669644803,0.03574,0.001,PAN_CANCER
K0033_spike_in__0005_from_ZMG063S_label_Gastric_replicate_0,0.00047463361970161,0.0002428717375034901,0.0198,0.005,PAN_CANCER
K4AC10_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,0.0006746877203866511,0.000340193072509082,0.081,0.001,PAN_CANCER
K0AQ69_spike_in__05_from_pool_Lung_label_Lung_replicate_0,0.000598357513382185,0.0003200367965995709,0.1127,0.5,PAN_CANCER
KABT41_spike_in__08_from_pool_CRC_label_CRC_replicate_2,0.0007280570399989363,0.000360411516660049,0.0965,0.8,PAN_CANCER
KZAU93_spike_in__0005_from_pool_CRC_label_CRC_replicate_1,0.0004985802245967485,0.0002370131391948098,0.02895,0.005,PAN_CANCER
K0009_spike_in__001_from_ZMG048S_label_Gastric_replicate_1,0.0004306267529710148,0.0002228642708490327,0.02618,0.01,PAN_CANCER
K0AC37_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,0.000460805362098759,0.0002340730573931177,0.04705,0.005,PAN_CANCER
K2474_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,0.0004507114802652759,0.0002318616375930049,0.04131,0.005,PAN_CANCER
K2474_spike_in__05_from_pool_Liver_label_Liver_replicate_1,0.0004507515873858416,0.0002332437178603222,0.1455,0.5,PAN_CANCER
K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_2,0.000450892100612487,0.000226389820784348,0.02629,0.05,PAN_CANCER
K1586_spike_in__005_from_ZMH056S_label_Liver_replicate_0,0.0004151168412930429,0.0002171474967435177,0.04679,0.05,PAN_CANCER
K0AAAE18_spike_in__01_from_ZMH056S_label_Liver_replicate_0,0.0004460271622018969,0.000225933739534375,0.06762,0.1,PAN_CANCER
K1AB28_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,0.0004707130307952398,0.0002353868487544181,0.03693,0.001,PAN_CANCER
K0AAAB33_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,0.0004859092796346274,0.0002544295885645959,0.02626,0.005,PAN_CANCER
K4AC10_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,0.0006754279889662005,0.0003406164037277218,0.08416,0.05,PAN_CANCER
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,0.0004163304644073875,0.0002176568000466366,0.01718,0.001,PAN_CANCER
K0GAAA73_spike_in__01_from_ZNB22SR1_label_Breast_replicate_1,0.0004541552329413929,0.0002292679831227808,0.03807,0.1,PAN_CANCER
K2031_spike_in__0001_from_ZNL09S_label_Lung_replicate_1,0.0005178760751323101,0.0002651252090622742,0.02584,0.001,PAN_CANCER
K0GAAA73_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,0.0004533243982437447,0.0002285686226139131,0.03235,0.05,PAN_CANCER
KAAK49_spike_in__05_from_pool_Lung_label_Lung_replicate_2,0.0005081796461298181,0.0002687951446671629,0.1127,0.5,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,0.0005067553534687819,0.0002418081222159032,0.02934,0.005,PAN_CANCER
K0064_spike_in__001_from_ZMG063S_label_Gastric_replicate_1,0.0004409463315842769,0.000228133725961931,0.03061,0.01,PAN_CANCER
KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_1,0.0004680319435525471,0.0002460167908417235,0.05746,0.1,PAN_CANCER
K2070_spike_in__05_from_ZMH050S_label_Liver_replicate_0,0.0004568050517264544,0.0002338537726115964,0.104,0.5,PAN_CANCER
K2AA15_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,0.0004169635982253471,0.0002116941751049224,0.04717,0.005,PAN_CANCER
KACE35_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,0.0004341801216801217,0.0002104645639705934,0.07603,0.1,PAN_CANCER
K0043_spike_in__0001_from_ZMG046S_label_Gastric_replicate_1,0.0005015641069080792,0.0002585338620937086,0.02797,0.001,PAN_CANCER
K0103_spike_in__01_from_ZMG051S_label_Gastric_replicate_2,0.0004876465596596529,0.0002544123916108314,0.01443,0.1,PAN_CANCER
K0038_spike_in__0005_from_ZMG063S_label_Gastric_replicate_1,0.0004849917011280839,0.0002484608112159015,0.02731,0.005,PAN_CANCER
K1936_spike_in__01_from_ZNL14S_label_Lung_replicate_1,0.0004176331194748815,0.0002184878287562586,0.03284,0.1,PAN_CANCER
K0033_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_2,0.0004746215395427503,0.0002428187840193642,0.02086,0.001,PAN_CANCER
K0106_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,0.000406240030479478,0.0002121033098901257,0.03399,0.05,PAN_CANCER
K0106_spike_in__005_from_ZMG046S_label_Gastric_replicate_1,0.0004045087719799776,0.0002112468415611366,0.03324,0.05,PAN_CANCER
K2AC24_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02328,0.001,PAN_CANCER
LBGS087_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,0.0004169786397365425,0.0002162032499925039,0.04699,0.005,PAN_CANCER
K4AA93_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,0.0004699616929832757,0.0002439178147291445,0.01975,0.005,PAN_CANCER
K2070_spike_in__005_from_ZMH050S_label_Liver_replicate_0,0.000468073539851969,0.0002388394456004953,0.02377,0.05,PAN_CANCER
K0435_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,0.0004180582973055995,0.0002128638492274856,0.02059,0.01,PAN_CANCER
K0805_spike_in__01_from_ZMH056S_label_Liver_replicate_0,0.0004202081940597842,0.0002130727020662518,0.07032,0.1,PAN_CANCER
K0103_spike_in__005_from_ZMG059S_label_Gastric_replicate_2,0.000489173652959562,0.0002551806589303186,0.01984,0.05,PAN_CANCER
K0793_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,0.0003950298067945127,0.0002044134727061557,0.02638,0.005,PAN_CANCER
K0064_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,0.0004446982507402926,0.000230209617255371,0.0454,0.1,PAN_CANCER
K1586_spike_in__001_from_ZMH051S_label_Liver_replicate_2,0.0004166146365009299,0.0002178311164723071,0.01902,0.01,PAN_CANCER
K0AAAB33_spike_in__01_from_pool_CRC_label_CRC_replicate_2,0.0004904311364714506,0.0002569013228232446,0.03754,0.1,PAN_CANCER
K2474_spike_in__001_from_pool_Liver_label_Liver_replicate_2,0.000450480819323482,0.0002317639602311964,0.03956,0.01,PAN_CANCER
K0GAAA73_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,0.0004513606627182286,0.0002275961725584991,0.021,0.005,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,0.0004751366831554283,0.0002332415419587689,0.03008,0.001,PAN_CANCER
KAAG58_spike_in__01_from_ZMH053S_label_Liver_replicate_1,0.0004386057497226464,0.0002269708075487821,0.0317,0.1,PAN_CANCER
K0AAAE20_spike_in__0001_from_ZNB32S_label_Breast_replicate_1,0.000505060916530953,0.000255641821213203,0.04021,0.001,PAN_CANCER
LBGS087_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_0,0.0004168755450263239,0.000216166244303413,0.04061,0.001,PAN_CANCER
K0106_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,0.0004059970077156708,0.0002119255464973667,0.03594,0.01,PAN_CANCER
K0064_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_0,0.0004409528369895235,0.0002281237367103632,0.03121,0.005,PAN_CANCER
KAAB22_spike_in__01_from_ZMH048S_label_Liver_replicate_2,0.000431231911248594,0.0002178171093523336,0.08382,0.1,PAN_CANCER
K0064_spike_in__001_from_pool_Gastric_label_Gastric_replicate_1,0.0004408410051859005,0.0002280609578151883,0.03016,0.01,PAN_CANCER
K0038_spike_in__0005_from_ZMG059S_label_Gastric_replicate_2,0.000485133812561169,0.0002485318610642062,0.02696,0.005,PAN_CANCER
KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,0.0004451691642824273,0.0002093418609432968,0.03349,0.005,PAN_CANCER
K0009_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,0.0004310424643695567,0.0002231661362698233,0.02772,0.05,PAN_CANCER
LBGS087_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,0.0004168296973093775,0.0002161431292074796,0.04036,0.001,PAN_CANCER
K0793_spike_in__01_from_ZMH050S_label_Liver_replicate_2,0.0003929764498637919,0.0002031665794347618,0.04668,0.1,PAN_CANCER
K0805_spike_in__0001_from_ZMH048S_label_Liver_replicate_1,0.0004222782000559778,0.0002139142389644941,0.02463,0.001,PAN_CANCER
K0033_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,0.0004767320494740602,0.0002440387808127559,0.02063,0.1,PAN_CANCER
LBGS087_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,0.0004169328067724306,0.0002162016399922441,0.04042,0.001,PAN_CANCER
K4AA93_spike_in__0005_from_ZNB32S_label_Breast_replicate_1,0.0004702731321436358,0.0002440924771021859,0.021,0.005,PAN_CANCER
K4AC16_spike_in__001_from_pool_CRC_label_CRC_replicate_0,0.0004331450219415805,0.0002138388280745673,0.02384,0.01,PAN_CANCER
K1AD22_spike_in__01_from_ZNL15S_label_Lung_replicate_1,0.0004809882607860648,0.0002363805044702791,0.08503,0.1,PAN_CANCER
K0AI90_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,0.0004435858519523858,0.0002224519418423107,0.02533,0.005,PAN_CANCER
K1936_spike_in__01_from_ZMH048S_label_Liver_replicate_0,0.0004174134137792325,0.0002182697435907886,0.0948,0.1,PAN_CANCER
K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,0.0003950298067945127,0.0002044733185554889,0.02538,0.001,PAN_CANCER
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_0,0.0004163698933745631,0.0002176460249575253,0.01839,0.001,PAN_CANCER
LBGS087_spike_in__01_from_ZNL08S_label_Lung_replicate_0,0.0004193491153851912,0.0002175363908721631,0.07948,0.1,PAN_CANCER
K4AC16_spike_in__001_from_ZNC01S_label_CRC_replicate_1,0.0004327629662634418,0.0002136022714217722,0.02399,0.01,PAN_CANCER
K0AAAB33_spike_in__005_from_ZNC03S_label_CRC_replicate_1,0.0004861750036317854,0.0002544935603497005,0.05539,0.05,PAN_CANCER
K0793_spike_in__0001_from_pool_Liver_label_Liver_replicate_2,0.0003950298067945127,0.0002044533660458719,0.02672,0.001,PAN_CANCER
K4AC16_spike_in__0001_from_ZNC19S_label_CRC_replicate_2,0.0004319697554611893,0.0002131903392255771,0.02408,0.001,PAN_CANCER
K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_2,0.0005662644318953941,0.0003000845502301063,0.1154,0.8,PAN_CANCER
K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_2,0.0004637111497051997,0.0002378312009132197,0.02853,0.01,PAN_CANCER
KZAU93_spike_in__005_from_ZNC01S_label_CRC_replicate_2,0.0004986329198809692,0.0002370062564964323,0.02618,0.05,PAN_CANCER
K2474_spike_in__05_from_pool_Liver_label_Liver_replicate_0,0.0004479321476656988,0.0002312490700089786,0.1447,0.5,PAN_CANCER
KACE35_spike_in__01_from_ZNB05S_label_Breast_replicate_2,0.0004302632284612422,0.0002086480786644632,0.0261,0.1,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL14S_label_Lung_replicate_1,0.0004751366831554283,0.0002332415419587689,0.03024,0.001,PAN_CANCER
K0GAAA73_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_2,0.0004514178042124327,0.0002276542958228951,0.02078,0.001,PAN_CANCER
K1586_spike_in__01_from_ZMH056S_label_Liver_replicate_1,0.000414795733243836,0.0002171448118824899,0.08215,0.1,PAN_CANCER
K0CAAA16_spike_in__0001_from_pool_CRC_label_CRC_replicate_1,0.0004416637162377629,0.0002249806637744356,0.01812,0.001,PAN_CANCER
KACE35_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,0.0004296450806098933,0.0002080492917698734,0.02607,0.001,PAN_CANCER
KZAU93_spike_in__0001_from_ZNC01S_label_CRC_replicate_2,0.0004981559544525402,0.0002368068643910598,0.02828,0.001,PAN_CANCER
